SEQC_NB001	SEQC_NB002	SEQC_NB003	SEQC_NB004	SEQC_NB005	SEQC_NB006
UKv4_A_23_P386364	-0.032230364	0.120975266	0.122111712	0.336902257	0.144272036
UKv4_A_23_P105475	-1.023343973	-1.051824153	-0.649431669	-1.300306593	-1.806515745
UKv4_A_32_P16975	1.025362326	1.162057131	0.923741274	1.145868955	1.335012629
UKv4_A_23_P429491	0.397965998	0.283141814	0.490165985	0.470324538	0.537257674
UKv4_A_23_P131308	-0.433661739	-0.173593083	-0.528752657	-0.107035536	-0.416041821
UKv4_A_23_P37545	1.328673134	1.354330548	1.236971841	1.198274094	1.285226592
UKv4_A_23_P93431	1.186446253	1.121344432	1.138356027	1.293145468	1.127030724
UKv4_A_23_P6909	-0.039581416	-0.903684669	-0.457214406	-0.835587451	-0.762776526
UKv4_A_32_P88719	0.073880477	0.098395114	0.094031277	0.070358873	0.097137326
UKv4_A_23_P380951	0.244872344	0.243455486	0.161558037	0.294134844	0.222338898
UKv4_A_24_P352864	0.244233122	0.528786499	0.254825197	0.360695395	0.327508218
UKv4_A_23_P318262	-1.893644636	-1.880789436	0.568055763	-0.134744001	-0.176833172
UKv4_A_32_P315770	-0.857465881	-0.399394604	-0.837303151	-0.393155552	-0.537413698
UKv4_A_24_P188800	-0.014012539	-0.570798487	-0.897475512	-0.431405281	-0.615185968
UKv4_A_23_P26729	0.327331974	0.207532516	0.171921055	0.236910841	0.186398682
UKv4_A_23_P217468	-1.133929367	-0.256729097	-0.243268234	-1.180136186	-0.330315569
UKv4_A_23_P384072	-0.05747963	0.055287551	0.069628042	-0.154019455	-0.201873486
UKv4_A_23_P253321	0.346508632	-0.196515358	-0.287394632	-0.525674297	-1.04676315
UKv4_A_24_P945312	-0.794822131	-0.709016388	-0.444177061	-0.907268044	-0.865294519
UKv4_A_24_P354429	-1.714982105	-2.151067015	-1.163236772	-1.796649526	-1.806515745
UKv4_A_23_P256663	2.298053196	2.451862793	2.255890483	2.577673751	2.077384301
UKv4_A_23_P24433	1.610250395	1.378279194	1.7046448	1.50186249	1.509705646
UKv4_A_23_P8253	-0.742405933	-1.246492434	-0.596947999	-1.192785702	-1.536964127
UKv4_A_23_P85441	0.736753623	1.616739286	1.256026422	0.818487421	1.207748914
UKv4_A_23_P49657	-1.878942531	-2.075115594	-2.157083598	-1.757797439	1.550653924
UKv4_A_23_P29067	0.090180636	-0.104826255	0.182284073	-0.14377937	-0.145901019
UKv4_A_23_P78383	0.516222055	0.906490863	0.228081925	0.541402773	0.332221689
UKv4_A_32_P37360	-0.218883169	-0.287862337	-0.408407935	-0.176306698	-0.09729335
UKv4_A_23_P419503	-0.27865042	-0.239622921	-0.344558375	-0.285634662	-0.371853031
UKv4_A_23_P345710	0.188620814	0.31974903	0.444368133	0.585073723	0.60059494
UKv4_A_23_P27767	1.117410284	1.33996136	1.402111542	1.348863577	1.331772118
UKv4_A_23_P317839	-1.908666351	-2.145935162	-2.235976248	-1.796649526	-1.806515745
UKv4_A_23_P140074	-1.908666351	-2.145935162	-2.097245528	-1.796649526	-1.806515745
UKv4_A_23_P359043	-0.347047167	-0.671040677	-0.442171316	-0.219074111	-0.250186563
UKv4_A_23_P25994	0.607630792	0.683768453	0.378512827	0.829329863	0.635062196
UKv4_A_24_P186274	0.725247628	0.798721955	0.561369946	0.503153045	0.710477731
UKv4_A_23_P112874	-0.618077267	-0.030927576	-0.512706694	-0.363037656	-1.640955079
UKv4_A_23_P370682	0.311031815	-0.236201686	-0.098520278	-0.290453526	-0.369496296
UKv4_A_23_P128263	-1.883736696	-1.239992087	-1.61519806	-1.757797439	-1.778529512
UKv4_A_23_P380208	-1.298529015	-1.256414016	-1.125461901	-1.495470562	-1.369635909
UKv4_A_23_P87329	0.636395779	0.765535974	0.887972148	0.665789686	0.739936924
UKv4_A_23_P125579	0.313269091	0.579762904	0.303965958	0.582965471	0.208787669
UKv4_A_23_P101093	-0.009218374	-0.242017786	-0.273354415	0.271546422	0.50308501
UKv4_A_23_P84705	-0.958143335	-1.65361942	-1.559371481	-1.757797439	-1.75231083
UKv4_A_23_P346969	-0.364306159	-0.550613199	-0.630042798	-0.321776138	-0.40366896
UKv4_A_23_P65455	-0.296548634	-0.157513277	0.041881898	0.055601104	0.091245488
UKv4_A_23_P422849	-0.660265914	-0.750755457	-0.277700196	-0.906364508	-0.678228642
UKv4_A_23_P25215	0.945139973	0.976626184	0.685391867	0.722110152	0.907559734
UKv4_A_23_P90058	-0.95622567	-1.173278001	-0.803539771	-1.774061103	-1.806515745
UKv4_A_23_P111635	0.528686883	0.023470064	0.287919995	0.355575353	0.17549878
UKv4_A_23_P167389	0.900394438	0.346092541	0.88864073	0.803729651	0.621216375
UKv4_A_23_P136413	1.259317554	1.514444354	1.00831687	1.27507473	0.895776057
UKv4_A_23_P60016	0.257976394	0.37517304	0.216716035	0.095657906	0.224695633
UKv4_A_23_P4489	0.01858778	-0.370998352	0.23008767	-0.261540345	-0.857045945
UKv4_A_23_P66241	-0.253720764	-0.437028191	0.052913497	-0.31545138	-0.226619208
UKv4_A_23_P157051	0.421617209	0.524681017	0.226410471	0.387500323	0.246790028
UKv4_A_23_P258093	1.33410652	1.599290987	1.348624999	1.357296588	1.466989815
UKv4_A_23_P300740	-0.653554084	-0.786336303	-0.235579544	-0.248288471	-0.478789903
UKv4_A_32_P223140	-0.616159601	-0.83765483	-0.422782444	-0.578982973	-0.979596189
UKv4_A_23_P91015	0.027217276	0.144923913	0.257833815	0.199865828	0.234711759
UKv4_A_23_P82099	-1.063295344	-1.261545869	-0.609651053	-0.417852228	-0.843789308
UKv4_A_23_P403445	0.574710862	0.567104333	1.1320045	1.146471313	1.150303487
UKv4_A_23_P214594	1.107182733	1.426176487	1.271069512	1.273267657	1.250759336
UKv4_A_23_P33875	-0.49023288	-0.688146853	-0.319486558	-1.017198366	-1.727565107
UKv4_A_23_P161727	0.710225912	0.176399276	0.812088115	0.764576386	1.074887952
UKv4_A_23_P48610	0.923406427	0.953019661	0.763615936	0.848002959	0.790017553
UKv4_A_24_P404245	0.235603626	0.152108506	0.105062876	0.02186906	-0.09582039
UKv4_A_23_P328545	0.096892467	-0.296415425	-0.029990644	-0.090771872	-0.634334444
UKv4_A_32_P158966	-0.665060079	-1.313548644	-1.559371481	-1.210555261	-1.574377302
UKv4_A_24_P912372	0.405956272	0.428544309	0.11776593	0.191432817	0.264760136
UKv4_A_23_P10025	1.402822878	1.796696256	1.691941746	1.91779064	1.894148118
UKv4_A_23_P114155	1.406658209	1.498022425	1.222263041	1.356393051	1.194492277
UKv4_A_23_P72651	0.261492115	-0.010400165	-0.012607518	-0.019693637	0.244433293
UKv4_A_23_P74097	0.178712874	0.086762915	-0.118912022	-0.053425681	0.070918644
UKv4_A_23_P338542	-1.403681023	-1.902001094	-1.352779709	-1.757797439	-1.75231083
UKv4_A_23_P76249	-1.077358226	-1.666962238	-0.541455711	-1.390359103	-1.787661862
UKv4_A_23_P45345	1.562628361	1.891464471	1.571597025	1.62986355	1.545351269
UKv4_A_24_P173746	-0.452199175	-0.549244705	-1.114764593	-0.743727867	-0.968696288
UKv4_A_23_P219161	1.217768128	-0.032980317	0.893320802	1.629562371	1.379201419
UKv4_A_23_P101380	0.715339688	0.464809402	0.70143783	0.208600018	0.125712744
UKv4_A_23_P380298	0.299206209	0.990311125	0.723166738	0.685366318	0.380240174
UKv4_A_23_P107238	0.503757228	0.062814268	0.120774548	0.180289195	0.224106449
UKv4_A_24_P16124	1.480488343	0.970125837	0.945470182	1.038950422	1.340904468
UKv4_A_23_P4885	0.0978513	0.281089073	0.230756252	0.123366371	0.107153452
UKv4_A_23_P161297	1.193797305	1.291721944	1.59232306	1.51059668	1.768062771
UKv4_A_23_P112406	1.216809295	1.228429093	1.159750644	1.172673882	1.141760321
UKv4_A_23_P34733	1.158000877	1.567131376	1.065480612	1.233813212	1.144117057
UKv4_A_23_P145865	-0.6423677	-0.32891716	-0.266334306	-0.151007665	-0.31381842
UKv4_A_32_P305500	0.065890203	-0.01484777	-1.199340189	-0.282622873	-0.546840639
UKv4_A_23_P150255	1.424236813	1.293432562	1.327230382	1.350068292	1.378612235
UKv4_A_24_P229377	0.278111885	0.226691433	0.314663266	0.306182002	0.485998678
UKv4_A_23_P127418	-1.083430835	-1.235202358	-0.897475512	-1.757797439	-1.640955079
UKv4_A_32_P184464	-0.646842254	-1.134960167	-1.288261566	-1.390359103	-1.597355473
UKv4_A_23_P353125	-0.935450957	-0.645723537	-0.804208353	-1.201519892	-1.16106482
UKv4_A_23_P27207	-1.047314795	-1.175330743	-0.707263994	-1.712620595	-1.806515745
UKv4_A_23_P381261	0.624570173	0.319064783	0.335723593	0.363406006	0.654799856
UKv4_A_24_P160380	-1.278393524	-1.340576402	-0.886778204	-1.585221893	-1.806515745
UKv4_A_24_P319715	1.25132728	1.221928746	1.469972593	1.36813903	1.510589421
UKv4_A_23_P101521	-0.25244232	-0.477056643	-0.130946494	-0.594945459	-1.16106482
UKv4_A_24_P251734	0.018268169	-0.913264128	1.207554242	1.054912907	0.242665741
UKv4_A_23_P60339	0.011875949	-0.208147558	-0.30143485	-0.104023747	-0.120860704
UKv4_A_23_P149448	0.670274541	0.767588715	0.867580404	1.063948276	1.248697193
UKv4_A_23_P165162	-0.210573284	-0.316942836	-0.138635185	-0.509109454	-0.499116746
UKv4_A_24_P732099	-0.480964162	-0.756571557	-0.366955865	-0.322378496	-1.250031584
UKv4_A_23_P156017	0.744104675	0.544524181	0.673023104	0.77782826	0.689856296
UKv4_A_23_P87752	0.315506368	0.675215365	0.332380684	0.57152067	0.955283627
UKv4_A_24_P377489	1.899817932	2.105291669	1.609371896	1.661186162	1.627247827
UKv4_A_23_P30175	1.058282255	0.899990516	0.791027789	1.045275181	0.984153637
UKv4_A_23_P37897	0.239758569	0.285194555	0.367481228	0.453458516	0.344005366
UKv4_A_23_P374082	1.137226164	1.014601895	0.703109284	1.216344832	1.144117057
UKv4_A_23_P29110	-1.194975062	-1.644382085	-0.979711072	-1.441258348	-1.552577499
UKv4_A_23_P4754	1.695586524	1.894885706	1.937645553	1.755756357	1.858207902
UKv4_A_23_P1374	-0.444528511	-0.75588731	-1.052252196	-1.337050426	-0.871775542
UKv4_A_23_P46369	0.25350184	0.022443693	0.24880796	0.310097329	0.467733978
UKv4_A_23_P389907	1.468982348	1.758036299	1.527136336	1.57173601	1.588361692
UKv4_A_24_P140788	-0.178931798	-0.448660391	-0.399382081	-0.539829708	-0.550081151
UKv4_A_23_P252462	-0.067707181	-0.289572955	-0.17039282	-0.833178019	-0.74804693
UKv4_A_32_P8156	-0.416083135	-0.537612505	-0.930570311	-1.451498433	-1.051771213
UKv4_A_23_P170464	0.101686631	0.309827448	0.219056071	0.150171299	0.095369775
UKv4_A_23_P49768	1.486880562	1.470652544	1.436543504	1.429579539	1.452554811
UKv4_A_24_P350124	1.722433845	0.945835068	0.695086303	1.064249455	1.150008895
UKv4_A_24_P282108	1.230232956	1.297880167	1.215577223	1.259112245	1.212167793
UKv4_A_23_P12686	-0.325633232	-0.266650679	-0.814905662	-0.73710193	-0.634334444
UKv4_A_23_P29330	-0.646522643	-1.143513255	-0.523738294	-1.364156533	-1.787661862
UKv4_A_23_P315910	-1.077358226	-0.554034434	-1.05760085	-1.339158679	-1.797088804
UKv4_A_23_P32125	0.984771733	1.208928053	1.117964283	1.082019014	1.049258454
UKv4_A_23_P35667	0.281627606	0.182899623	0.234433452	0.352563563	0.194352664
UKv4_A_32_P466514	0.128214341	0.226691433	0.21136738	0.141738288	-0.006264442
UKv4_A_23_P308042	-1.913780127	-2.151067015	-1.567394462	-1.796649526	-1.816531871
UKv4_A_23_P375354	-0.504934984	-0.361761017	-0.279705942	-0.404600353	-0.409560799
UKv4_A_23_P107963	0.810903367	-0.630327979	-0.283383141	0.409185208	0.063259254
UKv4_A_23_P3767	0.562565646	0.513733065	0.183955527	0.359791858	0.285381572
UKv4_A_24_P62800	0.703194471	1.096027292	-0.043027989	-0.121190948	0.206725525
UKv4_A_23_P88119	1.847721344	2.034472101	1.719353599	1.795210802	1.679390599
UKv4_A_24_P193295	1.599703234	1.616397162	1.205214206	1.503669564	1.340904468
UKv4_A_23_P145006	0.457413637	0.499706	0.522592202	0.261607516	0.09625355
UKv4_A_23_P154488	0.987648232	0.896227158	0.965527635	0.877819677	1.135868482
UKv4_A_23_P158449	-0.068346403	0.140134183	-0.259314197	-0.175403161	-0.158863064
UKv4_A_24_P370172	-0.833495058	-1.085010134	-0.822928643	-1.425898221	-1.277134042
UKv4_A_32_P336712	-0.406494806	-0.58379918	-0.472926078	-0.541636782	-0.510900424
UKv4_A_23_P332268	-1.799679012	-1.944082287	-1.466438612	-1.757797439	-1.75231083
UKv4_A_23_P165201	-0.507811483	-0.998795007	-0.076122788	-0.608498512	-1.627993034
UKv4_A_23_P371865	-1.279671968	-1.648145444	-1.597814933	-1.618652758	-1.138381241
UKv4_A_23_P106497	0.16401077	-0.013479276	0.199332908	0.22245425	0.127480295
UKv4_A_23_P42588	0.7623225	0.395016204	-0.152675402	0.164025531	0.088004976
UKv4_A_23_P23855	1.613766116	1.685848237	1.320878855	1.448854993	1.329120791
UKv4_A_23_P259049	-0.122041046	-0.671724924	0.101385677	-0.759690352	-0.988139355
UKv4_A_23_P23090	-0.720991998	-1.141118391	-0.652440287	-1.370481291	-1.816531871
UKv4_A_23_P103226	-0.263628704	-0.482188496	-0.222207908	-0.294368852	-0.36861252
UKv4_A_23_P87257	0.727165294	0.589684486	0.486488785	0.640791832	0.807398477
UKv4_A_24_P230540	-1.116989986	-1.535586807	-0.978039617	-1.779783504	-1.816531871
UKv4_A_23_P54297	1.450125301	1.624608127	1.556219644	1.451264424	1.562437602
UKv4_A_32_P18251	1.097914015	1.232192452	1.205548497	1.157916113	1.134395523
UKv4_A_23_P5163	0.574391251	0.777168173	0.633242488	0.642297726	0.684553641
UKv4_A_23_P145096	0.894961051	0.730639375	0.331377811	0.467312748	0.792963472
UKv4_A_23_P111041	0.323177031	0.415885739	0.530280893	0.660368464	0.511922768
UKv4_A_23_P254254	1.129555501	1.299590785	1.129664464	1.247968624	1.13086042
UKv4_A_23_P17471	-0.006341876	-0.100720773	0.303631667	0.011026617	-0.283770043
UKv4_A_24_P101304	0.1211829	-0.10037865	-0.177747219	-0.001924078	-0.121155296
UKv4_A_24_P892472	-1.522256692	-2.151067015	-0.330183866	-1.166281954	0.125712744
UKv4_A_23_P132294	1.821513245	1.962284039	1.999823659	1.819305119	1.942755787
UKv4_A_23_P92520	-0.185643628	-0.336443877	-0.063419734	-0.21937529	-0.143838875
UKv4_A_32_P84242	0.574391251	0.517496423	0.769298881	0.978112272	0.636240564
UKv4_A_23_P9214	0.7623225	0.732692116	0.697426339	0.784755377	0.785304082
UKv4_A_24_P110558	0.666758821	0.625949578	0.165235237	0.658260212	0.640070259
UKv4_A_32_P78101	0.561926424	0.784694891	0.554684128	0.167940858	-0.553616254
UKv4_A_23_P152768	0.672831429	0.79530072	0.530615183	0.560377048	0.578500545
UKv4_A_23_P150935	1.649242933	1.715955106	1.545188044	1.387113305	1.570686176
UKv4_A_23_P312344	0.297608154	0.40049018	0.290260031	0.187818669	0.125418152
UKv4_A_23_P41194	0.042878213	0.035444387	0.517577839	0.195950502	0.455066525
UKv4_A_23_P369343	-0.711403669	-0.909842893	-0.781810863	-1.402105083	-1.35608468
UKv4_A_23_P162547	-0.609128159	-0.868445947	-0.580902036	-0.822937934	1.173281658
UKv4_A_23_P99614	1.9688539	1.989311797	1.784206033	1.795210802	1.963082631
UKv4_A_23_P434919	0.268843167	0.125422872	-0.13328653	0.316723266	0.129247847
UKv4_A_23_P126089	0.121502511	0.105237584	0.567387182	0.089634327	-0.646118121
UKv4_A_24_P403734	0.726206461	0.70292737	0.845182914	0.705545309	0.486882454
UKv4_A_23_P52914	-0.126195988	-0.150328683	0.277891268	-0.091675409	-0.710633754
UKv4_A_24_P403417	-1.441395118	-2.151067015	-1.205691716	-1.236757831	-1.265939548
UKv4_A_23_P118741	-0.045014803	-0.227648598	0.116094476	-0.242867249	-0.594564533
UKv4_A_24_P117782	0.470198076	0.452492955	0.451053951	0.59772324	0.537552266
UKv4_A_32_P54037	-0.759345314	-0.956713815	-0.554493056	-1.227421283	-1.568780055
UKv4_A_23_P339588	-0.492470157	-0.92421208	-0.723978539	-1.275308739	-1.466262063
UKv4_A_24_P165423	0.179032485	-0.289915079	0.206018726	0.526042646	-0.147373978
UKv4_A_24_P340247	-1.377153313	-1.613933092	-1.678379039	-1.790927125	-1.634474057
UKv4_A_23_P91250	0.624250562	0.575657421	0.204347272	0.632358821	0.584981568
UKv4_A_23_P154050	-0.658348248	-0.883157258	-0.595610836	-0.813902565	-1.475099821
UKv4_A_32_P24709	0.13780267	0.279720579	-0.15568402	-0.005237047	0.07946181
UKv4_A_23_P39386	1.302465034	1.045735135	0.751247173	0.604047998	0.352548532
UKv4_A_23_P207967	0.850854738	1.331408272	1.104926938	1.189539904	1.100812042
UKv4_A_23_P169978	0.568318643	0.707374976	0.355446755	0.553751111	0.141620708
UKv4_A_23_P97541	-0.139300038	-0.309073996	-0.060745407	-0.387734331	-0.641699242
UKv4_A_23_P205607	0.854690069	0.74090308	0.674360267	0.720303078	0.86572768
UKv4_A_32_P482979	0.536037935	0.43162342	0.510892021	0.523332036	0.642132403
UKv4_A_23_P146798	1.503500332	1.387858653	0.997619561	1.132014722	1.102579594
UKv4_A_23_P72817	-1.225657715	-2.161330721	-0.998097071	-1.17320907	-1.787661862
UKv4_A_23_P73511	0.085386472	0.086420791	-0.055396752	0.018556092	0.049413433
UKv4_A_24_P175427	-0.545845188	-0.702858164	-0.398379209	-0.446765408	-0.328253425
UKv4_A_23_P93543	0.539873267	0.31290656	0.728515392	0.723013689	0.602951675
UKv4_A_24_P123385	1.497427724	1.721086959	1.689936001	1.851832447	1.687344581
UKv4_A_23_P91140	0.059817594	-0.064113557	-0.206830527	0.202877618	0.004046275
UKv4_A_24_P111242	-0.391473091	-0.580377945	-0.511369531	-0.380807215	-0.277583613
UKv4_A_23_P137923	-0.343211835	-0.289572955	-0.231568053	-0.507001201	-0.551259518
UKv4_A_23_P55107	0.986689399	1.447730268	1.24800344	1.15580786	1.093447244
UKv4_A_23_P330561	-0.233265662	-0.217727016	-0.089828714	-0.476280947	-0.951609956
UKv4_A_23_P32199	0.148349832	0.260903785	-0.171061401	0.13541353	-0.143544283
UKv4_A_24_P300394	-0.869611098	-1.265993475	-0.774456463	-1.599678483	-1.634474057
UKv4_A_23_P34460	-0.056201187	-0.284098979	-0.129609331	-0.249794366	-0.066066605
UKv4_A_23_P6293	0.047033156	-0.477056643	-1.526276682	-0.894618528	-1.760853996
UKv4_A_23_P116624	-0.45379723	-0.606037209	-0.152341111	-0.246782576	-0.751287441
UKv4_A_23_P501877	0.64981944	0.755614392	0.571064381	0.754938659	0.587338303
UKv4_A_23_P107454	-0.475530775	-0.603984468	-0.150669657	-0.39978149	-1.132489402
UKv4_A_23_P404494	1.119647561	0.614317379	-0.44751997	-0.136249896	-0.882675443
UKv4_A_23_P66402	0.89464144	1.0306817	0.69040623	0.773310576	0.724618144
UKv4_A_24_P355145	-0.9133978	-0.792494526	-1.077658304	-1.063881106	-0.884737587
UKv4_A_32_P231179	0.212911248	-0.007321053	0.123783166	0.164627889	0.351370165
UKv4_A_23_P57277	-1.142558863	-0.736386269	-1.138499246	0.091441401	-0.252248706
UKv4_A_23_P372356	-0.667616966	-0.736728393	-0.574216218	-1.768639882	-1.806515745
UKv4_A_24_P157370	-0.594106444	-0.756229433	-0.430805425	-0.913893982	-0.559213501
UKv4_A_24_P921477	0.897198328	0.57839441	0.609173543	0.663079075	0.654210672
UKv4_A_23_P88503	1.019609328	0.703953741	0.658314305	0.881735003	0.842160325
UKv4_A_23_P149707	1.949677242	2.092975223	1.961045915	2.301191461	1.800762475
UKv4_A_23_P68899	0.95408908	0.94994055	0.923406983	0.938055469	0.932894641
UKv4_A_24_P331693	-0.803451627	-1.113748509	-0.772450718	-1.311751393	-1.359619783
UKv4_A_23_P419107	-0.759345314	-0.913948375	-0.713615521	-0.639218766	-0.976944862
UKv4_A_23_P363174	-0.534019582	-0.973477867	-0.575219091	-1.016294829	-0.861170232
UKv4_A_32_P437041	-1.908666351	-2.151067015	-1.260849713	-1.796649526	-1.797088804
UKv4_A_23_P99424	0.442391922	0.424096703	0.542983946	0.512489593	0.399683242
UKv4_A_23_P89187	1.182291311	1.318065455	0.982910762	0.996484188	1.140581953
UKv4_A_23_P28507	0.330528084	0.300590113	0.145177784	0.360093037	0.227346961
UKv4_A_23_P114929	1.302784645	1.664978702	1.254354967	1.327178691	1.275799651
UKv4_A_32_P353798	1.432866309	1.452519997	1.639792367	1.393136884	1.654939469
UKv4_A_23_P145204	-1.139682365	-1.39394767	-1.030523288	-1.464750307	-1.816531871
UKv4_A_32_P84289	0.714061244	0.470283378	0.110745822	0.360996574	0.280962693
UKv4_A_23_P373619	-1.336882331	-1.5660358	-1.220066224	-1.752677397	-1.769691754
UKv4_A_23_P118516	0.941943863	0.913333333	0.670348777	0.90010692	0.820655114
UKv4_A_23_P341527	-0.600498663	-0.56532451	-0.214184927	-0.721440623	-1.552577499
UKv4_A_23_P61508	-1.908666351	-2.156198868	-2.105268509	-1.790927125	-1.797088804
UKv4_A_23_P8640	0.340116413	-0.510926871	-0.299429104	0.454964411	0.628286582
UKv4_A_23_P85963	-0.712682113	-0.693278706	-0.052053843	-0.356411719	-1.048530702
UKv4_A_23_P25097	0.6632431	0.755956515	0.567721473	0.668801475	0.700461605
UKv4_A_32_P181020	0.586216857	0.8575672	0.587110344	0.555558185	0.580268097
UKv4_A_23_P67748	-0.254040375	-0.00116283	-0.139303766	-0.140466402	-0.224262473
UKv4_A_23_P108911	-0.907644803	-0.715858858	-0.10320035	-0.678070853	-0.288188922
UKv4_A_23_P349857	-0.582280838	-0.539665247	-0.587922145	-0.825046187	-0.65200996
UKv4_A_23_P64808	-1.210635999	-1.148987232	-1.069969613	-1.618652758	-1.760853996
UKv4_A_23_P70583	0.351302796	0.556498504	0.365141191	0.290821875	0.27448167
UKv4_A_23_P67288	1.498706168	1.632134844	1.484347102	1.551858198	1.743022457
UKv4_A_23_P355311	0.328930029	-0.050428616	0.427319297	-0.152814739	-0.09729335
UKv4_A_23_P7827	1.239821285	0.802827437	-0.248951179	0.778731797	0.579384321
UKv4_A_23_P219144	1.800738532	1.985548438	1.920596717	1.873517332	1.792219309
UKv4_A_23_P426305	0.571834364	0.47438886	0.565047145	0.997688904	0.717253345
UKv4_A_23_P27947	1.015134775	1.097053662	0.918392619	0.96696865	0.821833482
UKv4_A_24_P226008	0.623930951	0.693690035	0.623213761	0.708858278	0.675126699
UKv4_A_23_P33256	0.72588685	0.833618554	0.597139071	0.766082281	0.643016178
UKv4_A_23_P169154	0.008999451	-0.239280798	0.069293751	-0.142273475	-0.455222548
UKv4_A_23_P416112	-0.413845859	-0.857155871	-0.377653173	-0.672047273	-0.876194421
UKv4_A_23_P81048	-0.043097137	0.166477694	0.102388549	0.071563589	0.330748729
UKv4_A_23_P94053	1.073943193	1.272905151	0.843511459	0.893480983	0.844811653
UKv4_A_23_P118571	-0.548721687	-0.949529221	-0.433145462	-1.421079357	-1.359619783
UKv4_A_23_P145874	1.031434934	0.185294488	-0.362610083	0.215828313	0.565833092
UKv4_A_23_P368882	-0.656750194	-1.195858154	-0.760081955	-1.095203718	-1.493069929
UKv4_A_23_P502196	0.777344215	0.91401758	0.678371758	0.845894706	0.694569767
UKv4_A_23_P107064	-0.507491872	-0.682672877	-0.555161638	-0.789808248	-0.85174329
UKv4_A_23_P73117	-0.280248474	-0.581746439	-0.134957985	-0.910279834	-1.346363146
UKv4_A_23_P338479	0.089221803	-0.110300232	0.242790724	-0.750052625	-0.875016053
UKv4_A_23_P77908	-1.328252835	-1.552350859	-1.477135921	-1.763218661	-1.797088804
UKv4_A_23_P430785	0.071323589	-0.105510502	0.131471857	-0.339846876	-0.418987741
UKv4_A_23_P94030	1.479209899	1.564736511	1.718016436	1.693111133	1.879713114
UKv4_A_24_P5750	0.082190362	0.019022458	0.298951594	0.091140222	-0.45551714
UKv4_A_23_P56798	1.698782633	1.619134151	1.788886105	1.555171167	1.526791978
UKv4_A_23_P23639	-0.134186262	-0.651197513	-0.902155585	-0.750052625	-0.74804693
UKv4_A_23_P98147	-0.220161613	-0.270071915	-0.141643803	-0.753064415	-0.836719102
UKv4_A_23_P359588	-0.072820957	-0.11303722	0.002435572	-0.091675409	-0.218076042
UKv4_A_23_P5460	0.710545523	0.72140204	0.721829574	0.146255972	0.649791793
UKv4_A_23_P31798	-0.505574206	-0.736728393	-0.389019064	-0.908773939	-0.996387929
UKv4_A_23_P50349	-0.16295125	-0.324811677	-0.071442715	-0.020295995	-0.025412918
UKv4_A_23_P311732	-0.291754469	-0.299494537	-0.530424111	-0.042884417	-0.005380666
UKv4_A_23_P115223	1.431268254	1.729640047	1.384728415	1.413315875	1.415141635
UKv4_A_23_P110212	0.579824638	0.612948885	1.065814903	0.832341653	0.698694054
UKv4_A_23_P201605	-0.20929484	-0.172566712	-0.281043105	-0.096494273	-0.239581253
UKv4_A_23_P107714	0.367283345	0.478836466	0.508217694	0.582664292	0.380240174
UKv4_A_24_P266019	-1.59416916	-2.012849114	-0.82560297	-1.166281954	-1.816531871
UKv4_A_23_P166674	-1.918893902	-2.161330721	-1.363142726	-1.796649526	-1.654211716
UKv4_A_23_P4899	-1.918893902	-2.161330721	-2.235976248	-1.796649526	-1.536964127
UKv4_A_23_P122924	0.812821033	0.630397184	0.545658274	1.314529175	1.781024816
UKv4_A_24_P280846	-0.240616715	-0.584141304	-0.423451026	-1.01328304	-1.437097461
UKv4_A_23_P56494	-0.543927522	-0.925580575	-0.551484438	-1.774061103	-1.521939938
UKv4_A_24_P401615	-0.912438967	-1.11580125	-0.785822354	-1.73731727	-1.769691754
UKv4_A_23_P386331	0.613383789	0.658793436	0.156209383	0.378464954	0.323089339
UKv4_A_23_P92885	-1.869354202	-2.045008725	-1.923748554	-1.752677397	-1.760853996
UKv4_A_23_P5359	-0.187561294	-0.21909551	-0.441168443	-0.51904836	-0.411622942
UKv4_A_23_P393645	0.914776931	1.123739297	1.28912122	1.228391991	1.4127849
UKv4_A_23_P105251	-0.595065277	-1.621117686	-0.785822354	-1.034967925	0.025846078
UKv4_A_24_P32139	-0.433661739	-0.690883841	0.079322478	-0.408816859	-1.333401101
UKv4_A_24_P353638	0.769993163	0.383726128	-0.469248878	0.076081274	0.026435262
UKv4_A_23_P144202	-0.012734095	-0.147933819	0.03887328	-0.101614315	-0.329137201
UKv4_A_23_P115346	0.498643452	0.318038413	0.527606565	0.549233427	0.608843514
UKv4_A_23_P97652	2.456580236	2.592817682	2.411001457	2.731576201	2.293320188
UKv4_A_23_P56913	-0.866414988	-1.041902571	-0.506355167	-1.243383768	-1.552577499
UKv4_A_23_P390726	-0.667297355	-0.744939357	-0.67584065	-0.80968606	-0.849975739
UKv4_A_23_P7853	-1.643389249	-1.829813032	-1.526276682	-1.774061103	-1.787661862
UKv4_A_23_P80883	0.298566987	-0.5157166	-0.776462209	-1.225915389	-1.16106482
UKv4_A_23_P25698	-0.526029308	-0.600905356	-0.351912775	-1.075928264	-1.087416837
UKv4_A_23_P67799	-0.240297104	-0.245096898	-0.313469322	0.003195964	-0.097882533
UKv4_A_23_P338919	1.934016305	1.968784386	1.737739599	1.768104695	1.830810853
UKv4_A_23_P7194	-0.658667859	-0.79283665	-0.054059589	0.080900137	0.001100356
UKv4_A_23_P126689	0.300804264	0.55410364	0.339735083	0.176675048	0.163715103
