SEQC_NB001	SEQC_NB002	SEQC_NB003	SEQC_NB004	SEQC_NB005	SEQC_NB006
UKv4_A_23_P119886	-1.10516438	-1.582115605	-0.789499554	-1.484025761	-1.552577499
UKv4_A_23_P23850	0.149308665	-0.060350198	0.315331848	-0.375687173	-0.323834546
UKv4_A_23_P14105	0.59388752	0.706690729	0.765621681	0.871494918	0.722556
UKv4_A_32_P27698	0.605713126	0.438465891	0.642602633	0.538993342	0.62504607
UKv4_A_24_P167473	2.081676572	2.147714985	1.998152204	1.983748833	1.958663752
UKv4_A_23_P256504	-1.003528093	-2.182884502	-1.796383724	-1.293078298	-1.75231083
UKv4_A_23_P150667	0.574391251	0.465835772	0.436345152	0.345335268	0.416769574
UKv4_A_23_P49459	0.375912841	-0.130485519	0.127794657	-0.007646478	0.086532017
UKv4_A_23_P34126	-0.115968437	-0.013479276	0.086342586	0.381777922	0.626224438
UKv4_A_23_P256956	0.762961722	0.571894063	0.852871604	0.755541017	0.927297394
UKv4_A_23_P252556	1.287123708	1.057025211	1.459943866	1.292844289	1.302018333
UKv4_A_23_P78717	0.165289214	0.105579708	0.456736896	0.171253826	0.00168954
UKv4_A_23_P378926	-0.900613361	-1.811338362	-0.553824474	-0.76601511	-0.946601893
UKv4_A_23_P41359	0.838709521	0.723796905	0.985585089	0.818186242	0.740231516
UKv4_A_23_P47777	1.173342204	1.349540819	1.195854061	1.253088666	1.104936329
UKv4_A_23_P138308	0.078355031	-0.188988641	-0.123592095	0.241428525	0.220571346
UKv4_A_23_P145514	-1.064254176	-1.651908803	-0.032330681	-0.728066561	-1.547274844
UKv4_A_24_P34568	0.302721929	0.279378455	0.515237802	-0.052522144	0.021427199
UKv4_A_24_P404593	0.459011692	0.453519326	0.494511767	0.329673962	0.369340272
UKv4_A_23_P63254	-0.527307752	-0.796942132	-0.427128226	-0.610004407	-0.516792262
UKv4_A_23_P210807	-0.543927522	-0.625538249	-0.285054596	-0.964492048	-0.723301207
UKv4_A_23_P330419	-0.220481224	-0.051454987	0.030850298	-0.114565011	-0.514435527
UKv4_A_23_P73493	0.909343545	1.331750396	0.897332293	0.918780016	0.829787464
UKv4_A_32_P530933	-0.998414317	-0.837996954	-0.442505607	-0.808481344	-0.787522249
UKv4_A_23_P114349	-0.394029979	0.694716406	0.171252473	-0.098903704	0.229409104
UKv4_A_23_P142765	-1.098132939	-1.43089701	0.113085858	-0.641929377	-0.970169247
UKv4_A_23_P148829	-0.424393021	-0.481162125	-0.183095873	-0.483810421	-0.681469153
UKv4_A_23_P211110	-1.107082046	-1.2256229	-0.902824166	-1.167787848	-1.271536795
UKv4_A_23_P63153	0.887290388	0.904095998	0.911706802	0.925104774	0.892535546
UKv4_A_23_P38677	0.845740962	1.109370109	1.389742779	1.137737123	1.376550092
UKv4_A_23_P356717	-1.574033669	-1.457924768	-0.853349114	-1.225915389	-0.634923627
UKv4_A_23_P134627	-0.510687982	-0.507505636	-0.294749032	-0.4024921	-0.538297473
UKv4_A_23_P62227	0.084427639	-0.439080932	-0.530424111	-0.36484473	-0.407204063
UKv4_A_23_P47102	-0.807286959	-0.691568088	-0.426459644	-0.806071912	-1.085649285
UKv4_A_23_P202773	0.135245783	0.57257831	1.005642543	1.084428446	1.373898764
UKv4_A_23_P57137	0.221860355	0.117554031	0.228750507	0.320638593	0.300994944
UKv4_A_23_P94422	1.080655023	0.907859357	0.931764255	0.869687844	0.890767994
UKv4_A_23_P5481	-0.356955106	-0.488346719	-0.149332493	-0.104023747	-0.099060901
UKv4_A_23_P88710	1.4530018	1.584921799	1.463621066	1.478370531	1.486432883
UKv4_A_24_P154948	0.851813571	1.040261158	0.870589022	1.057924697	0.88251942
UKv4_A_23_P114839	0.000689566	-0.049402246	0.038538989	-0.147995876	-0.074609771
UKv4_A_23_P2006	-0.579723951	-1.139749897	-0.412419426	-0.487424568	-1.040282127
UKv4_A_24_P124992	1.290959039	1.155898908	1.399771506	1.326275154	1.378317643
UKv4_A_23_P340251	1.08608841	1.217139017	1.037734468	1.246462729	1.210694833
UKv4_A_24_P135748	-1.439477452	-1.282415404	-0.799862571	-1.21959063	-1.299817621
UKv4_A_23_P74895	-1.951494221	-1.783968481	-1.549008463	-1.703284047	-1.274188122
UKv4_A_23_P84230	-0.923625351	-0.950897715	-0.578896291	-1.116286246	-1.245023521
UKv4_A_23_P54709	0.300804264	-0.181461923	-0.11456624	-0.468149115	-0.342099246
UKv4_A_23_P169494	0.225056464	0.126107119	0.354109592	0.151074836	0.537552266
UKv4_A_23_P395595	1.535461429	1.394016876	1.656841202	1.403376969	1.562732193
UKv4_A_23_P230	0.323816253	0.222243828	0.085005423	0.285701833	0.007286787
UKv4_A_32_P808	-0.227832276	0.129186231	-0.214184927	0.088128432	0.012000258
UKv4_A_23_P36322	0.560008758	0.427517938	0.476460059	0.668500296	0.584392384
UKv4_A_23_P37942	-0.389875036	-0.229017092	-0.136629439	-0.316656096	-0.801957254
UKv4_A_24_P211869	0.482662904	0.394331957	0.305303121	0.377260238	0.349013429
UKv4_A_23_P113682	0.670274541	0.777510297	0.886634985	1.227488454	0.528125324
UKv4_A_23_P429601	-1.968753213	-2.2410455	-1.504547774	-1.287657076	-1.769691754
UKv4_A_23_P19657	-0.018806703	-0.082588227	0.110745822	0.11493336	0.21202818
UKv4_A_23_P146811	0.728124127	0.831565813	0.807408043	0.810957946	0.772636629
UKv4_A_23_P320622	-1.287662242	-1.816812338	-0.876080895	-1.32138912	-1.942028035
UKv4_A_23_P91814	0.310072982	0.334802465	0.676700304	0.516706098	0.496014804
UKv4_A_23_P342641	-0.709486003	-0.313521601	-0.147661039	0.173964437	-0.531521859
UKv4_A_23_P433791	0.288659047	0.493547777	0.222733271	0.207094123	0.154877345
UKv4_A_23_P140475	-1.182190623	-1.192094795	-0.777130791	-1.248202632	-1.242372194
UKv4_A_24_P368735	-0.654193306	-0.082246103	-0.283383141	-0.42297227	-0.286715963
UKv4_A_23_P377141	0.35258124	0.283483937	0.462419841	0.203178797	0.396148138
UKv4_A_23_P140527	0.89112572	1.097395786	1.011659779	1.576856052	0.525768589
UKv4_A_23_P255876	-0.619036099	-0.623143385	-0.345895538	-0.619642134	-1.04676315
UKv4_A_23_P85853	0.170083378	0.349171653	0.213707417	0.011930154	0.049708025
UKv4_A_23_P201636	0.434401648	-0.32412743	-0.327175248	-0.185643246	-0.481735822
UKv4_A_23_P47559	1.834617294	1.628029362	1.720022181	1.642513067	1.684398662
UKv4_A_23_P42811	-1.26049531	-1.498637467	-0.929901729	-1.406622767	-1.891947406
UKv4_A_23_P31437	-0.312848793	-0.333706889	-0.139638057	-0.219676469	-0.119387745
UKv4_A_23_P44849	-0.402659475	-0.191725629	-0.219533581	-0.616630344	-0.588967286
UKv4_A_23_P39465	1.449166468	0.909227851	0.550004055	1.02509619	1.081958159
UKv4_A_23_P4662	1.255801833	0.982442284	0.910369638	0.973895766	1.039831512
UKv4_A_23_P76538	1.46962157	0.834644924	2.013863876	1.01937379	0.962648426
UKv4_A_23_P379147	-0.517719423	-0.487662472	-0.30143485	-0.863597095	-1.178151152
UKv4_A_23_P16976	0.468919632	0.292721272	0.416287698	0.652537811	0.701050789
UKv4_A_24_P865	0.125977065	0.203427034	-0.104537514	0.033313861	0.206136342
UKv4_A_23_P75430	0.699039529	0.519891288	0.710129393	0.738072637	1.345028755
UKv4_A_23_P168669	-0.065150294	0.016969717	-0.036342171	-0.172090193	-0.216308491
UKv4_A_32_P171942	-0.914037022	-0.629301608	-0.427796807	-1.182846797	-1.014063445
UKv4_A_23_P7048	-1.454499167	-1.762414699	-0.834294533	0.080297779	-1.178151152
UKv4_A_23_P49499	-0.820071398	-0.91052714	-0.518055348	-1.01328304	-0.857045945
UKv4_A_23_P415470	-1.718178215	-1.753177364	-1.499867702	-1.17320907	-1.30276354
UKv4_A_23_P27186	-1.946060834	-2.2410455	-1.483821739	-1.83911576	-1.916103945
UKv4_A_23_P118842	-0.567259123	-0.913264128	-0.342218339	-1.116286246	-1.132489402
UKv4_A_23_P308483	-1.378751368	-2.193832455	-0.968679472	-1.082554202	-1.189345646
UKv4_A_24_P211151	0.237201681	-0.029901205	0.639259724	0.301664318	0.506914705
UKv4_A_23_P365060	-0.122999879	-0.295046931	0.023830189	-0.19317272	-0.044561394
UKv4_A_23_P50919	0.790128654	0.726876016	0.295608686	0.630852926	0.400567017
UKv4_A_23_P144348	0.751136116	0.933518621	1.198528388	0.886553866	1.170924922
UKv4_A_23_P132004	-1.183149456	-1.070640946	-0.712278357	-1.097311971	-1.536964127
UKv4_A_23_P66011	-0.875364095	-0.777098968	-0.244939689	-0.87955958	-0.670274659
UKv4_A_23_P64083	1.73074373	1.593474887	1.611711932	1.488309437	1.512356973
UKv4_A_23_P92025	-0.248287378	-0.266992803	-0.069771261	0.056203462	-0.047507313
UKv4_A_23_P16573	0.591650244	0.680347218	0.790693498	0.747710364	0.73463427
UKv4_A_23_P101960	1.585001129	1.307459626	0.980905016	1.278387699	1.238681067
UKv4_A_23_P258525	-0.677524906	-1.088773493	-0.471254623	-0.941301267	-1.10921664
UKv4_A_24_P323072	-0.24573049	-0.467477184	-0.173735728	-0.553382761	-0.505892361
UKv4_A_23_P153853	1.265390162	1.181558171	1.008985452	1.17056563	0.983564453
UKv4_A_23_P302672	-0.470097389	-0.60227385	-0.227222271	-0.57416411	-0.209532876
UKv4_A_23_P2967	0.692327698	0.581815645	0.519583584	0.286304191	0.313073213
UKv4_A_23_P110557	0.375273619	0.204111281	0.23008767	0.034819756	0.217036243
UKv4_A_24_P237878	2.236687891	2.28627501	2.244524593	2.069283659	2.128643297
UKv4_A_24_P22050	-0.146011868	-0.264597938	-0.176744347	-0.24256607	-0.334439856
UKv4_A_23_P157215	1.405699377	1.565078635	1.851732793	1.222368412	1.728587452
UKv4_A_23_P654	1.06627253	1.163425625	0.838497096	0.854026538	0.824484809
UKv4_A_23_P152782	0.463486246	-0.068903286	0.198664326	0.151376015	0.226757777
UKv4_A_23_P338410	-0.131629375	-0.830470237	0.321683375	-0.357315256	-0.907421166
UKv4_A_23_P58407	-0.690628956	-0.940634009	-0.476937569	-0.508205917	-0.892691569
UKv4_A_23_P11390	0.533481048	0.94994055	0.131806148	0.290520696	-0.212184203
UKv4_A_23_P139965	1.041662485	1.353988424	1.680910147	1.432892508	1.468757367
UKv4_A_23_P435002	0.486817846	0.716270187	0.710797975	0.570014775	0.66157547
UKv4_A_23_P164421	0.477868739	0.838750407	0.837494223	0.942874333	0.872208702
UKv4_A_23_P82379	-0.426630297	-0.47192479	-0.06943697	-0.274189862	0.059429559
UKv4_A_24_P269779	-0.841485332	-0.975872732	-0.508360913	-0.503989411	-0.289661882
UKv4_A_24_P247626	-0.294311357	-0.567377251	0.004775608	-0.732584245	-0.635512811
UKv4_A_24_P317827	0.434721259	0.758693503	0.759938736	0.826619253	0.583508608
UKv4_A_23_P150080	0.588773745	0.676583859	0.758935863	0.675126234	0.665405165
UKv4_A_24_P928361	-0.452518786	-0.94166038	-0.939261874	-0.708489928	-0.785754697
UKv4_A_23_P153320	0.374954008	-0.022374488	0.037201825	0.005304217	-0.038080371
UKv4_A_23_P46584	-1.714982105	-2.0795632	-1.354451163	-1.820442664	-1.462137776
UKv4_A_24_P374382	0.871949062	0.948229932	0.879614876	0.828125147	0.834206343
UKv4_A_23_P26945	0.716937743	0.892805922	0.844848623	0.891071551	0.985332005
UKv4_A_23_P86222	0.718535798	0.861330559	0.806070879	0.809753231	0.928475762
UKv4_A_23_P139600	0.055982263	-0.162303006	0.111414403	-0.374482457	-0.208354508
UKv4_A_23_P370454	-0.01113604	-0.133222507	0.152866474	-0.144984086	0.147217955
UKv4_A_23_P130435	-0.497903543	-0.639565314	-0.321492303	-0.816914355	-0.644350569
UKv4_A_23_P121586	-0.922027296	-1.163356419	-1.034869069	-0.95214371	-1.174026865
UKv4_A_23_P414211	-0.18308674	-0.118169073	0.039541861	-0.222989438	-0.510900424
UKv4_A_23_P19115	0.799077761	0.780589409	0.564712854	0.658561391	0.467733978
UKv4_A_23_P143218	0.344910577	0.355671999	0.31967763	0.402258092	0.315135357
UKv4_A_23_P119964	1.050931203	0.865093917	1.257363585	1.176589209	1.136163074
UKv4_A_23_P433229	0.003885675	-0.542744358	-0.109886168	-0.279912262	-0.240170437
UKv4_A_23_P144438	-0.381884762	-0.010400165	0.058930733	-0.009152373	-0.075493547
UKv4_A_23_P259955	-0.575888619	-0.440107303	-0.406067899	-0.456704314	-0.512373383
UKv4_A_24_P208825	-0.838289223	-1.395316164	-1.07264394	0.481769339	-0.481735822
UKv4_A_23_P117380	0.125977065	0.341987059	0.45071966	-0.121190948	-0.126163359
UKv4_A_23_P30799	0.447505697	0.639976643	0.5667186	0.267329916	0.380534766
UKv4_A_23_P93269	-0.023281257	-0.019295376	0.1886356	-0.066978734	0.094191407
UKv4_A_23_P207336	-0.123958712	-0.404868581	0.168243855	-0.425381702	-0.40514192
UKv4_A_23_P316381	0.036485994	0.453519326	0.253153742	0.170952647	0.168428574
UKv4_A_24_P299911	0.773189273	0.759035627	0.716146629	0.39713805	0.790606737
UKv4_A_23_P151368	0.225056464	0.296484631	0.261511014	0.468216285	0.459485404
UKv4_A_23_P152234	-0.798337852	-0.945423739	-0.955642128	-1.244889663	-1.176089009
UKv4_A_23_P76071	-0.264907148	-0.195146864	0.45071966	0.211310629	0.078283443
UKv4_A_24_P146138	0.698400307	0.855856582	0.700769248	1.113642805	0.824779401
UKv4_A_23_P420334	0.189579647	0.135686578	0.228750507	0.087827253	0.309832702
UKv4_A_23_P149019	1.116771062	0.809669908	0.78367339	0.542908668	0.54580084
UKv4_A_23_P321201	1.273700047	1.103896133	1.262043658	1.21122479	1.114363271
UKv4_A_23_P99138	1.83973107	1.981442956	1.977426169	1.751238673	1.907110163
UKv4_A_24_P389491	0.381665838	0.311880189	0.434673697	0.434484241	0.418537125
UKv4_A_23_P210395	-0.548721687	-0.851681895	-0.610653926	-0.720838266	-0.526808388
UKv4_A_23_P436618	-1.524493969	-1.013506319	-0.330852448	-0.801554228	-0.451098261
UKv4_A_23_P408095	1.58212463	1.783011316	1.801254868	1.848218299	1.784265327
UKv4_A_23_P8185	1.932737861	2.180558843	2.107465326	2.162347959	2.048219699
UKv4_A_23_P171077	1.325796635	1.62495025	1.588980151	1.497947164	1.721811837
UKv4_A_23_P414328	-1.08854461	-1.030612494	-0.735010138	-1.282235855	-1.038809168
UKv4_A_23_P15305	2.012960214	1.858962736	1.748436907	1.697628817	1.64757467
UKv4_A_24_P98385	0.621374064	0.730639375	0.598476235	0.621817557	0.551692679
UKv4_A_23_P251945	1.355840066	1.609554692	1.508081755	1.593420895	1.328531607
UKv4_A_23_P433586	-0.202583009	-1.328602078	-0.0095989	-0.405805069	-1.836564123
UKv4_A_24_P166407	1.671615701	1.924650452	1.916585226	1.707266544	1.756868277
UKv4_A_23_P362759	-1.452581501	-1.786363345	-0.509029494	-0.473871515	-0.373915175
UKv4_A_24_P292929	-0.702454562	-0.876656912	-0.444845643	-0.803060123	-0.444911831
UKv4_A_23_P17053	-0.248606989	-0.17427733	0.050573461	-1.022920767	-1.050003661
UKv4_A_32_P177267	-0.643006922	-0.723727699	-0.747713192	-0.612715017	-0.722417432
UKv4_A_24_P280660	-0.563423791	-0.712779746	-0.516049603	-0.571453499	-0.476727759
UKv4_A_24_P336584	-0.790027967	-1.227333517	-1.004114307	-1.646361223	-1.48865105
UKv4_A_23_P77304	0.756569503	0.499363877	0.665334413	0.883843256	0.613262393
UKv4_A_32_P210168	0.453258695	0.534260476	0.940790109	1.159723187	1.052793557
UKv4_A_23_P70598	-1.255701146	-1.514033025	-1.087352739	-1.406622767	-1.268885468
UKv4_A_23_P256107	-0.141537315	-0.454134367	-0.099188859	-0.34737635	-0.411622942
UKv4_A_23_P157338	-1.963000216	-2.25370407	-1.370162835	-1.693947499	-1.942028035
UKv4_A_23_P333498	0.04191938	-0.279309249	0.108405785	0.07126241	-0.04102629
UKv4_A_23_P14886	1.429670199	1.459362468	1.131335918	1.362115451	1.370363661
UKv4_A_23_P217280	-0.770212087	-0.842102436	-0.293411868	-1.2400708	-0.941299238
UKv4_A_23_P49674	0.777024604	0.941045338	1.032051523	0.524235573	0.579089729
UKv4_A_23_P501745	-0.036385307	-0.000478583	0.002769863	-0.181426741	-0.107309475
UKv4_A_23_P66439	1.212654353	0.960888502	1.025699996	1.015157284	1.115247047
UKv4_A_24_P357056	-0.517080201	-0.663171836	-0.729995775	-0.561815772	-0.593091573
UKv4_A_23_P9061	2.21974851	2.060815612	2.53535767	2.214753099	2.277117631
UKv4_A_23_P250347	-0.041818693	-0.88042027	0.343412283	0.204684691	0.27300871
UKv4_A_23_P29630	1.141381107	1.050866988	1.20320846	1.224777843	1.269318628
UKv4_A_23_P28834	0.97710107	1.264694186	1.487690011	1.267846435	1.208043506
UKv4_A_23_P161792	-0.63565587	-0.594062886	-0.501340804	-0.74282433	-0.907421166
UKv4_A_24_P910688	-0.705970282	-0.75588731	-0.48863775	-0.84462282	-0.95691261
UKv4_A_23_P152807	1.239182063	1.151451302	1.436877795	1.24887216	1.303491292
UKv4_A_23_P16197	-0.082728897	-0.18214617	0.054584952	-0.048305638	-0.095231206
UKv4_A_24_P160466	1.014495553	1.256483222	1.071832139	0.960643892	0.901373304
UKv4_A_24_P137376	0.925004482	0.835671295	0.812422406	1.016060821	0.88399238
UKv4_A_23_P411825	-0.840846111	-0.574219722	-0.838640315	-0.770231616	-1.22970474
UKv4_A_23_P90407	-0.690628956	-0.555060805	-0.389687645	-1.022920767	-0.890334833
UKv4_A_23_P140807	1.357438121	1.244166775	1.256695003	1.205201211	1.322050584
UKv4_A_23_P62336	-1.791688737	-1.793890063	-0.835631697	-1.727077185	-1.4795187
UKv4_A_23_P209183	0.442072311	0.494232024	0.603490598	0.471228075	0.63417842
UKv4_A_23_P54517	0.630323171	0.355671999	0.648285578	0.509477803	0.713718242
UKv4_A_23_P56010	0.615621066	0.710111964	0.864571786	0.572424207	0.567895235
UKv4_A_23_P85140	1.464827405	1.741272246	1.550536698	0.962752144	1.302607517
UKv4_A_23_P122624	0.943541918	1.021444365	1.102921192	0.919683553	1.122611845
UKv4_A_23_P80832	-0.257875707	-0.39802611	-0.35759572	-0.076014103	-0.119682336
UKv4_A_23_P313550	-0.044375581	-0.480477878	0.126123203	0.343528194	0.431204578
UKv4_A_23_P95553	1.993783556	2.178506102	2.320074334	2.19397175	2.1139137
UKv4_A_23_P61778	-0.835732335	-0.916001116	0.014804335	-1.097311971	-0.022466999
UKv4_A_23_P354217	0.6137034	0.698479764	0.751581464	0.592603197	0.362270066
UKv4_A_23_P46215	-0.47393272	-0.488688842	-0.365618701	-0.470558546	-0.558329725
UKv4_A_32_P108107	-0.857785492	-1.085010134	-0.439831279	-0.794325933	-1.255334239
UKv4_A_23_P154801	0.395089499	0.507232718	0.514903511	0.535981552	0.477750104
UKv4_A_23_P63908	0.87482556	0.875015499	0.962519017	0.961547429	0.812111948
UKv4_A_24_P19228	0.51110828	0.487731677	0.754255791	0.60043385	0.53048206
UKv4_A_23_P14804	1.603218954	1.356725412	1.732056653	1.702447681	1.717392958
UKv4_A_23_P70480	1.977803008	2.288327751	2.144237325	2.006638434	2.032017143
UKv4_A_23_P384532	-0.940245121	-0.589957404	-1.015814488	-0.857573515	-0.453454997
UKv4_A_23_P159927	1.744487002	1.308485996	1.291795547	1.279592415	1.422801025
UKv4_A_23_P256077	-1.946060834	-2.2410455	-1.289933021	-1.852367634	-1.92906599
UKv4_A_23_P419795	1.147773326	0.856540829	1.095232502	1.117256953	0.93584056
UKv4_A_23_P42358	-0.798018241	-0.867419577	-0.539449966	-0.907268044	-0.883559219
UKv4_A_24_P326739	-0.175735688	-0.386051787	-0.036676462	0.170651469	-0.089928551
UKv4_A_23_P350574	-0.016889038	-0.049744369	0.212035962	0.137822961	0.122472233
UKv4_A_23_P90062	0.863958787	0.940361091	0.722498156	0.810355589	0.56701146
UKv4_A_23_P148389	-1.549743235	-1.350497984	-1.273552767	-1.271694591	-1.916103945
UKv4_A_23_P3014	0.477549128	0.331039106	0.130134693	0.442616073	0.05353772
UKv4_A_23_P368740	0.397007165	0.367304199	0.676031722	0.340215225	0.462431323
UKv4_A_23_P92362	1.632303552	1.704322906	1.851732793	1.758165789	1.727409084
UKv4_A_23_P64669	1.292237483	1.212349288	1.245663404	1.107318047	1.109060617
UKv4_A_24_P411573	-0.07058368	-0.42813298	0.25983956	-0.447970124	-0.769552141
UKv4_A_23_P6398	0.115429903	0.039207746	-0.000238755	0.131498203	0.029675774
UKv4_A_23_P377214	1.435742807	1.125449914	1.324890346	1.185925757	1.167389819
UKv4_A_23_P41948	0.913818098	0.966704602	0.812422406	0.924201237	0.887822075
UKv4_A_23_P218068	0.60027974	0.377567905	0.786347717	0.90884111	0.648024241
UKv4_A_23_P398491	-0.227193054	0.045023845	-0.163707002	-0.170584298	-0.337385775
UKv4_A_23_P143512	-0.832216614	-0.938923392	-0.614331126	-0.890402022	-0.759536015
UKv4_A_23_P390722	-0.904768304	-0.659066354	-0.860369223	-0.541636782	-0.50736532
UKv4_A_24_P129588	0.323177031	0.522628276	0.511560602	-0.024813679	-0.014218424
UKv4_A_23_P360302	-1.951494221	-2.259862294	-1.502207738	-1.858993571	-1.868969235
UKv4_A_24_P933011	0.065890203	-0.184198912	0.253153742	-0.028126648	-0.014513016
UKv4_A_23_P160537	0.267564723	-0.114747837	0.00176699	-0.294670031	-0.050453232
UKv4_A_23_P103919	1.104625846	1.363910006	1.286446893	1.064550634	1.17357625
UKv4_A_23_P257201	1.207220966	1.357751783	1.22192875	1.235620286	1.350626002
UKv4_A_23_P200138	0.685935479	0.395358328	0.137489093	0.365815437	0.240603598
UKv4_A_32_P509169	0.535718324	0.580789274	0.556021291	0.428460662	0.447996319
UKv4_A_23_P165219	0.272678499	0.270825367	0.330374938	0.361297753	0.268884423
UKv4_A_23_P371729	-0.468818945	-0.288546584	0.059599315	-0.608197333	-0.2817079
UKv4_A_23_P92602	0.109037683	0.192136958	0.049236297	0.295941918	0.243844109
UKv4_A_23_P44996	-1.968753213	-2.247203724	-1.618206678	-1.66744375	-1.237364131
UKv4_A_23_P32006	-0.650677585	-1.000847748	-0.215187799	-0.802156586	-0.817570626
UKv4_A_23_P422212	0.479147183	0.054603304	0.112417276	-0.406106248	-0.308810358
UKv4_A_23_P367995	-1.963000216	-2.266362641	-2.235976248	-1.886400857	-1.942028035
UKv4_A_23_P251412	-0.010177207	1.048814246	0.468437077	-0.116372084	-0.77544398
UKv4_A_23_P112825	1.276896157	1.311565108	1.365673835	1.314227996	1.286699552
UKv4_A_23_P142606	0.249346898	0.530839241	-0.171729983	0.1730609	-0.30615903
UKv4_A_23_P61637	-1.803833954	-1.414475081	-0.989071217	-1.872546625	-1.526948001
UKv4_A_23_P47484	-0.257875707	-0.227648598	-0.293077577	-0.618437418	-0.3839313
UKv4_A_23_P130906	-0.101266333	-0.399736728	-0.006255991	-0.302801863	-0.466417042
UKv4_A_23_P92196	-0.535298026	-0.801047614	-0.21919929	-0.732584245	-0.699733853
UKv4_A_23_P306941	0.401801329	-0.116458455	-0.690549449	-0.316053738	-1.142505528
UKv4_A_23_P67648	1.161836209	1.372120971	1.067820649	1.333503449	1.194786869
UKv4_A_23_P255203	-0.43078524	-0.729543799	-0.224547944	-0.584404195	-0.472898064
UKv4_A_23_P55749	-0.58931228	-0.5215327	-0.057402498	-0.351592855	0.505736338
UKv4_A_23_P415541	-0.191396626	-0.404184333	-0.118912022	-0.312740769	0.252976459
UKv4_A_23_P2066	0.731639847	0.316327795	0.645611251	0.685968676	0.603246267
UKv4_A_23_P25989	0.289298269	0.337881577	0.368818391	0.396234513	0.454182749
UKv4_A_23_P255298	-0.991382876	-1.429528516	-0.815908534	-1.266574549	-0.861170232
UKv4_A_23_P53557	0.0221035	-0.241333539	-0.205493363	0.050782241	0.296576065
UKv4_A_23_P62764	0.79875815	0.62218622	0.501531876	0.570014775	0.546390024
UKv4_A_23_P30217	-0.476169997	-0.378182946	-0.137298021	-0.093783662	-0.218959818
UKv4_A_23_P364478	0.510149447	0.46173029	0.475457186	0.568207701	0.39791569
UKv4_A_24_P342484	-0.909562468	-0.766151015	-0.36896161	-1.215072946	-1.196415852
UKv4_A_23_P34209	-1.074801338	-0.896500076	-0.663471887	-1.311751393	-1.191702381
UKv4_A_23_P360240	-0.01433215	0.087105038	0.223067562	-0.209737563	-0.314996788
UKv4_A_23_P148959	1.292876705	1.176768442	1.036397305	1.328684586	1.150598079
UKv4_A_23_P349463	0.426091763	0.282115443	0.194318545	-0.109143789	-0.800778886
UKv4_A_23_P132845	-0.181169075	-0.194462617	0.236773488	-0.044390312	0.186693274
UKv4_A_23_P144746	-0.495346655	-0.220806128	-0.498332186	-0.052823323	-0.118209377
UKv4_A_24_P71280	0.063333315	-0.191725629	0.096037022	-0.073604671	-0.441965911
UKv4_A_23_P132874	1.41688576	1.390595641	1.784540324	1.403979327	1.676739272
UKv4_A_23_P319423	0.228891796	-0.105168379	0.350766683	-0.240156639	0.168428574
UKv4_A_24_P66672	-0.562145347	-0.573193351	-0.592936509	-0.721741802	-0.664088229
UKv4_A_24_P150466	0.75241456	1.319776073	-0.167049911	0.313410298	-0.089044775
UKv4_A_23_P94800	0.922127983	0.814117513	0.970541999	0.565497091	0.965888937
UKv4_A_23_P390006	-0.909562468	-1.025480642	-0.690549449	-0.529890802	-1.076811527
UKv4_A_23_P154245	-0.462426726	-0.535559764	-0.48128335	-0.531999055	-0.527692164
UKv4_A_24_P342055	-1.968753213	-2.228729054	-1.408940579	-0.604583185	-1.437097461
UKv4_A_23_P69468	1.852515508	1.914044623	2.076376273	1.949414431	1.871169947
UKv4_A_23_P62188	0.888888443	1.375542206	1.273743839	1.292241931	1.132922563
UKv4_A_23_P127579	1.173981425	1.526760801	1.448912267	1.570531294	1.396876935
UKv4_A_23_P307761	0.421617209	0.63484479	0.289257159	0.236308483	0.060902519
UKv4_A_23_P150852	0.943222307	1.258878086	0.853540186	0.881132645	0.81859297
UKv4_A_24_P347880	-0.397226088	-0.312495231	-0.007927445	-0.294670031	-0.405436512
UKv4_A_23_P76090	0.047033156	-0.124327296	-0.017956172	-0.039872627	-0.023056182
UKv4_A_24_P34944	-0.072501346	0.154845495	0.235102034	0.259499263	0.023783935
UKv4_A_23_P109964	-0.806647737	-0.819522284	-0.460557315	-1.097311971	-0.961920673
UKv4_A_24_P250507	-1.286383799	-1.2139907	-0.730330066	-1.374998976	-1.92906599
UKv4_A_23_P404108	0.961759743	1.200032841	1.006979706	1.250378055	0.915513716
UKv4_A_23_P135848	0.658129325	0.599948191	0.929424219	0.102886202	0.238246862
UKv4_A_23_P254702	1.796263978	1.954415198	1.795571923	1.622334076	1.621355988
UKv4_A_23_P107994	1.170465705	1.331408272	1.296141329	1.350971829	1.329120791
UKv4_A_23_P338981	0.363767624	-0.229017092	0.138826257	0.054697567	0.08240773
UKv4_A_32_P416161	-1.191778952	-1.402842882	-1.347431054	-1.137368773	-1.547274844
UKv4_A_23_P430747	-1.968753213	-2.234887277	-1.754931653	-1.626483411	-1.92906599
UKv4_A_23_P74766	-0.94983345	-0.901631928	-0.727655738	-1.345182258	-1.061492747
UKv4_A_23_P397320	-1.000012372	-1.370341148	-1.027848961	-1.068097611	-0.44638479
UKv4_A_23_P252981	-0.727064606	-1.259835251	-0.407405063	-0.616630344	-0.872953909
UKv4_A_23_P131383	1.705814075	1.58115844	1.842372648	1.682871048	1.7633493
UKv4_A_24_P347411	0.202364086	-0.162987253	0.577415908	0.959137997	1.787211247
